genre,director_popularity,budget_musd,runtime_min,release_year,social_buzz,critic_score,star_power,audience_rating
Comedy,0.289,33.163,112,2016,0.231,64.318,0.37,8.534
Comedy,0.794,38.856,109,2016,0.693,81.396,0.098,9.089
Comedy,0.485,26.467,114,2009,0.576,68.931,0.593,9.497
Animation,0.591,16.038,90,1999,0.103,85.253,0.553,7.303
Romance,0.918,4.697,135,2004,0.393,58.853,1.0,8.606
SciFi,0.771,33.284,116,2019,0.221,63.689,0.063,7.645
Horror,0.039,31.876,106,2018,0.749,85.587,0.131,6.786
Comedy,0.0,9.028,93,2012,0.203,61.906,0.018,6.278
Horror,0.489,20.18,94,2005,0.443,93.316,0.45,8.591
Comedy,0.667,0.5,111,1998,0.716,59.301,0.246,7.963
Action,0.446,19.356,124,2024,0.313,78.138,0.554,9.557
Comedy,0.16,18.146,123,2019,0.72,83.909,0.298,8.066
Animation,0.264,27.01,122,1997,0.251,74.673,0.674,8.863
Animation,0.54,38.95,101,2008,0.543,63.399,0.817,10.0
Comedy,0.36,49.384,89,1995,0.221,22.7,0.838,8.156
Horror,0.654,22.059,94,2017,0.684,61.339,0.718,8.74
SciFi,0.338,0.5,77,1996,1.0,80.097,1.0,7.722
Romance,0.139,38.838,105,1999,0.776,62.502,0.101,6.88
SciFi,0.302,57.569,126,2013,0.188,52.607,0.29,7.524
Comedy,0.234,28.913,116,2004,0.462,60.285,0.503,7.244
SciFi,0.473,38.816,96,2005,0.186,81.804,0.57,8.21
Romance,0.74,13.628,99,2023,0.585,59.863,0.424,8.325
Drama,0.598,19.365,110,2000,0.366,97.548,0.917,9.454
Comedy,0.445,22.844,117,2019,0.96,74.889,0.795,10.0
SciFi,0.604,30.526,108,2021,0.606,52.057,0.379,9.898
Horror,0.473,11.918,116,1998,0.318,57.919,0.0,7.583
Horror,0.787,27.542,139,2003,0.486,57.585,0.438,7.991
Animation,0.514,35.808,117,2009,0.688,52.737,0.281,8.836
Drama,0.191,33.27,107,1998,0.905,54.004,0.302,9.52
Romance,0.647,12.07,130,2002,0.39,74.508,0.684,9.043
Drama,0.395,13.036,113,2000,0.479,52.84,0.662,9.314
SciFi,0.707,10.489,115,2012,0.502,46.93,0.247,8.651
SciFi,0.574,15.495,123,2015,0.321,80.01,0.992,8.456
Animation,0.519,42.388,83,2007,0.542,49.656,0.319,8.153
Animation,0.635,31.368,94,2009,0.332,84.672,0.709,9.672
Drama,0.402,18.267,103,2023,0.578,38.031,0.546,7.57
Comedy,0.514,41.651,112,2001,0.836,48.266,0.899,9.529
Drama,0.407,16.244,115,2003,0.255,75.104,0.397,8.01
Animation,0.319,45.676,114,2002,0.364,61.017,0.595,9.281
SciFi,0.419,24.942,74,1995,0.349,67.11,0.397,7.149
Animation,0.077,30.546,104,1996,0.265,63.337,0.547,8.16
SciFi,0.248,44.562,107,2006,0.644,59.878,0.652,8.333
Action,0.028,44.206,89,2011,0.701,74.074,0.355,8.392
Drama,0.779,33.216,108,2018,0.439,83.728,0.807,9.608
Romance,0.412,51.323,89,1997,0.858,75.749,0.52,8.238
Action,0.488,11.282,115,2013,0.445,67.609,0.342,7.746
Drama,0.393,7.942,121,2004,0.475,74.98,0.467,9.076
Horror,0.349,41.126,112,2003,0.751,32.437,0.557,7.237
Action,0.469,54.167,108,2025,0.281,78.528,0.638,9.29
Action,0.384,36.554,96,2015,0.735,61.894,0.629,8.748
SciFi,0.439,44.58,136,2010,0.413,61.523,0.109,8.319
SciFi,0.456,10.88,112,2003,0.924,44.044,0.716,8.54
Romance,0.453,15.949,103,1995,0.481,75.211,0.232,7.546
Horror,0.388,50.109,99,2011,0.853,41.835,0.362,7.774
Horror,0.052,25.436,96,2019,0.802,66.554,0.62,8.311
Animation,0.556,29.257,101,2020,0.57,56.864,0.479,9.3
Action,0.352,25.356,125,2004,0.403,34.647,0.471,7.976
Drama,0.389,26.473,104,2020,0.868,47.087,0.24,8.12
Horror,0.482,33.289,123,2018,0.409,36.173,0.701,8.067
Animation,0.327,32.144,117,1995,0.754,61.336,0.649,8.665
Drama,0.267,47.397,121,2014,0.629,76.596,0.333,8.66
Romance,0.63,30.87,102,2008,1.0,53.948,0.392,8.424
Drama,0.357,10.076,101,2001,0.627,69.035,0.475,7.855
Drama,0.404,26.959,88,2007,0.45,52.552,0.876,8.021
Animation,0.412,28.341,89,2024,0.35,66.514,0.656,6.876
Action,0.75,21.123,120,1995,0.723,50.81,0.976,9.821
Horror,0.577,14.882,117,2004,0.375,64.982,0.274,7.193
Horror,0.449,16.48,116,1997,0.315,86.415,0.178,8.859
Animation,0.366,28.556,118,2008,0.231,58.542,0.592,7.269
SciFi,0.735,17.162,123,2022,0.951,43.168,0.579,8.837
SciFi,0.363,54.068,86,2001,0.384,71.342,0.499,8.016
Horror,0.415,37.571,98,2024,0.385,57.203,0.64,8.591
Action,0.371,17.066,92,2007,0.871,71.302,0.493,9.652
SciFi,0.677,3.201,156,2015,0.123,56.108,0.544,6.902
SciFi,0.211,31.478,106,1995,0.2,49.553,0.457,6.787
Animation,0.641,41.516,112,2015,0.43,61.807,0.289,9.091
Animation,0.374,37.111,129,1995,0.315,84.443,0.931,8.23
Comedy,0.721,18.865,126,2025,0.397,57.033,0.277,8.043
Comedy,0.438,38.04,94,2018,0.484,74.183,0.829,9.203
Romance,0.377,29.683,109,1995,0.023,57.788,0.797,7.994
Animation,0.651,23.582,91,2009,0.976,82.648,0.544,10.0
Drama,0.063,8.883,112,2001,0.062,54.215,0.288,7.716
Drama,0.166,41.216,91,2023,0.773,46.292,0.484,7.909
Horror,0.466,20.966,118,2002,0.668,71.112,0.328,8.489
Drama,1.0,26.195,98,2010,0.354,76.26,0.543,8.536
Animation,0.243,9.232,137,2007,0.609,75.863,0.769,9.197
Romance,0.492,39.992,85,2001,0.14,98.011,0.109,7.521
Drama,0.79,43.953,109,1996,0.78,80.963,0.358,9.218
Horror,0.333,17.625,102,2007,0.207,37.932,0.448,6.822
Drama,0.517,28.618,98,2015,0.607,72.916,0.408,8.709
SciFi,0.593,31.228,112,2020,0.251,51.536,0.362,6.978
Horror,0.577,20.115,100,2016,0.662,61.509,0.542,8.614
SciFi,0.437,42.311,119,2003,0.742,60.672,0.795,9.038
Drama,0.892,4.582,119,2013,0.442,65.092,0.368,7.64
Action,0.94,20.7,133,2020,0.357,77.399,0.145,8.851
Comedy,0.626,21.479,119,2001,0.589,42.815,0.656,8.719
Animation,0.71,17.974,122,2006,0.756,76.131,0.364,9.535
Horror,0.315,5.335,103,1998,0.092,55.01,0.642,7.027
Drama,0.42,52.261,93,2018,0.735,50.495,0.275,8.47
Romance,0.484,10.103,113,2019,0.837,66.325,0.736,8.819
SciFi,0.5,30.352,76,2015,0.537,82.522,0.704,8.933
Action,0.344,48.483,99,2007,0.592,57.231,0.245,8.112
Comedy,0.997,41.742,129,2021,0.855,81.848,0.269,10.0
Romance,0.734,9.419,123,2013,0.517,42.181,0.483,8.628
Romance,0.521,8.992,124,2004,0.133,76.213,0.838,8.572
Horror,0.151,29.661,103,2006,0.032,72.192,0.601,6.181
Animation,0.655,26.099,102,2005,0.871,57.479,0.485,9.997
SciFi,0.469,13.636,121,1998,0.561,76.242,0.295,8.85
Drama,0.584,29.801,123,2004,0.506,61.745,0.477,9.097
Horror,0.676,31.46,96,2006,0.246,62.905,0.194,7.092
SciFi,0.575,50.022,123,2015,0.0,66.304,0.344,8.302
SciFi,0.514,58.013,122,2011,0.15,61.08,0.47,7.864
SciFi,0.55,51.152,106,2023,0.741,75.673,0.465,8.782
Romance,0.499,14.281,146,2003,0.586,60.612,0.095,8.515
Action,0.711,35.284,91,2004,0.267,52.601,0.604,7.34
Action,0.341,42.061,111,2018,0.233,61.397,0.351,7.845
Horror,0.499,49.053,97,2003,0.67,65.324,0.573,7.492
Drama,0.471,50.164,122,2002,0.467,68.713,0.888,9.252
Romance,0.77,23.361,82,2013,0.205,74.634,0.226,7.669
SciFi,0.682,31.08,100,2009,0.723,75.752,0.267,8.547
Horror,0.475,29.863,113,2022,0.409,62.37,0.0,7.587
Action,0.653,71.892,101,2005,0.652,48.939,0.584,9.41
SciFi,0.72,20.498,122,2019,1.0,70.919,0.228,8.944
Comedy,0.324,43.15,83,1998,0.922,73.633,0.6,9.763
Comedy,0.487,46.916,90,2018,0.813,62.494,0.395,9.221
SciFi,0.438,55.313,94,2016,0.23,89.618,0.395,8.156
Horror,0.726,32.378,125,2019,0.044,71.307,0.0,7.672
Comedy,0.487,30.721,122,2015,0.128,80.349,0.981,8.073
Horror,0.695,11.963,121,2014,0.555,85.306,0.398,8.34
SciFi,0.446,0.5,104,2013,0.669,48.942,0.231,6.933
SciFi,0.487,46.26,95,2012,0.337,64.301,0.736,8.088
Romance,0.588,23.402,141,2005,0.283,68.692,0.568,8.63
Horror,0.551,30.635,130,2002,0.694,26.45,0.379,7.256
SciFi,0.713,4.1,119,2018,0.398,66.714,0.493,8.877
Animation,0.561,13.222,107,2007,0.735,71.668,0.475,10.0
Action,0.442,9.972,133,2009,0.473,41.037,0.548,7.398
Animation,0.694,29.334,105,2007,0.438,47.437,0.344,7.903
Action,0.808,47.617,110,2020,0.171,71.966,0.598,8.556
Comedy,0.595,32.908,100,1998,0.315,85.219,0.121,8.483
Animation,0.505,41.634,105,2020,0.76,53.973,0.559,9.228
Comedy,0.553,37.397,119,2002,0.735,51.793,0.452,8.07
Romance,0.654,47.832,94,2004,0.542,80.329,0.873,9.785
Animation,0.698,14.056,124,1995,0.696,49.012,0.523,8.663
Drama,0.44,5.593,125,2014,0.494,97.518,0.106,7.838
SciFi,0.291,24.29,123,2022,0.823,55.286,0.697,8.135
Horror,0.527,28.47,122,2004,0.425,67.313,0.637,7.226
Action,0.296,21.721,98,2009,0.177,55.96,0.913,8.022
Animation,0.55,12.113,111,2016,0.667,85.602,0.572,10.0
Drama,0.429,12.474,103,2018,0.401,63.567,0.581,7.713
SciFi,0.502,41.537,108,2015,0.118,71.754,0.36,7.946
SciFi,0.378,28.804,122,2018,0.673,91.286,0.998,10.0
SciFi,0.456,39.679,110,2010,0.923,46.854,0.569,8.945
Romance,0.328,45.34,117,2009,0.644,69.977,0.332,8.245
Horror,0.491,31.982,80,2018,0.732,84.667,0.217,8.686
SciFi,0.841,31.628,70,2003,0.51,44.665,0.344,7.894
SciFi,0.338,31.285,102,2012,0.345,65.074,0.701,7.72
Horror,0.435,49.281,126,2000,0.281,66.025,0.778,7.744
Comedy,0.646,52.862,106,2022,0.401,44.967,0.624,8.202
Animation,0.47,38.45,116,2004,0.28,64.853,0.386,8.288
Drama,0.623,25.468,103,2001,0.305,67.708,0.063,8.528
Comedy,0.28,21.722,126,2010,0.249,43.265,0.537,6.808
Drama,0.112,35.174,107,2005,0.632,60.888,0.035,7.718
SciFi,0.657,17.773,119,2019,0.578,63.137,0.197,8.749
Comedy,0.837,25.992,133,2001,0.548,58.946,0.336,8.464
Horror,0.462,33.386,97,2012,0.469,38.257,0.301,6.732
Drama,0.617,36.964,102,2018,0.754,34.155,0.16,9.386
Horror,0.385,17.493,79,2010,0.501,100.0,0.425,7.979
Action,0.397,20.728,86,1998,0.915,34.542,0.591,9.654
Romance,0.747,22.626,114,1999,0.224,54.519,0.252,7.315
Drama,0.196,18.772,108,2004,0.807,61.941,0.372,8.607
Romance,0.099,26.873,97,2022,0.223,84.767,0.497,7.406
Drama,0.282,33.296,98,2017,0.826,63.843,0.84,9.597
Romance,0.455,17.236,118,2010,0.64,37.967,1.0,8.911
Drama,0.713,31.634,127,2020,0.559,56.312,0.775,9.053
Action,0.676,28.109,90,2012,0.559,46.862,0.645,7.446
Action,0.299,22.446,104,1997,0.368,66.71,0.236,7.614
Romance,0.716,37.746,120,2000,0.364,54.051,0.122,7.537
Animation,0.898,19.992,99,2014,0.621,66.382,0.457,9.42
Drama,0.709,42.239,94,2019,0.372,79.709,0.283,8.051
SciFi,0.877,15.659,105,2001,0.18,66.467,0.332,8.027
SciFi,0.542,34.0,108,1999,0.0,55.704,0.398,7.852
Comedy,0.427,21.562,133,2002,1.0,74.669,0.432,8.748
Horror,0.586,56.097,135,1995,0.113,73.54,0.485,6.949
Horror,0.377,33.759,112,1998,0.169,72.768,0.585,8.386
Action,0.334,35.355,118,2025,0.16,66.398,0.5,7.584
Comedy,0.522,36.342,92,2011,0.488,77.638,0.679,9.978
Horror,0.516,36.688,108,2006,0.948,55.453,0.056,8.596
Drama,0.54,53.12,93,2023,0.131,28.717,0.61,7.646
Drama,0.785,57.913,118,2000,0.38,61.902,0.715,9.87
Animation,0.761,34.9,116,2004,0.897,54.249,0.687,9.88
SciFi,0.603,54.106,104,2020,0.383,52.529,0.891,8.299
Action,0.329,30.197,86,2003,0.112,62.401,0.458,7.624
Horror,0.508,59.716,116,2024,0.24,75.24,0.531,7.254
Comedy,0.519,32.181,115,1997,0.434,77.968,0.684,9.954
SciFi,0.459,2.469,120,2020,0.359,55.181,0.0,7.011
Comedy,0.39,46.767,131,1998,0.401,40.312,0.558,7.893
Comedy,0.394,2.974,107,1999,0.516,71.139,0.71,8.309
SciFi,0.613,36.597,118,2005,0.836,60.892,0.23,8.079
Drama,0.37,30.495,102,2008,0.401,70.95,0.458,7.282
Romance,0.664,21.764,119,2000,0.549,86.2,0.532,9.037
Horror,0.373,21.398,127,2010,0.601,57.457,0.953,6.935
Horror,0.367,33.092,96,1998,0.283,64.307,0.135,6.434
Comedy,0.484,29.097,137,2010,0.538,48.598,0.905,9.078
Animation,0.428,29.352,95,2025,0.768,58.559,0.47,10.0
Action,0.441,18.066,106,2022,0.342,78.464,0.0,7.593
Animation,0.625,28.314,123,2011,0.029,74.748,0.95,8.841
Romance,0.536,29.378,91,2019,0.787,89.254,0.057,8.611
Drama,0.202,24.338,119,2000,0.497,72.298,0.589,7.837
Animation,0.293,51.579,99,2012,0.821,57.69,0.627,8.779
Horror,0.376,60.89,141,2009,0.407,54.526,0.86,7.752
Romance,0.575,17.825,105,2024,0.465,44.969,0.883,8.735
Comedy,0.73,51.906,112,2025,0.048,79.807,0.466,9.063
SciFi,0.676,39.908,136,1997,0.59,100.0,0.661,9.843
Romance,0.469,0.5,119,2016,0.721,62.871,0.72,7.108
SciFi,0.316,46.873,122,2010,0.53,81.009,0.637,8.093
SciFi,0.427,31.621,142,2005,0.428,90.956,0.069,9.115
Drama,0.597,42.763,120,2013,0.693,85.564,0.692,9.297
Drama,0.515,36.907,130,2014,0.495,72.376,0.361,9.103
Romance,0.311,45.281,106,2015,0.838,80.785,0.723,8.508
Drama,0.386,19.665,104,2006,0.335,71.004,0.558,8.492
Horror,0.36,32.861,125,2003,0.846,80.886,0.417,7.72
Animation,0.25,21.789,125,1996,0.23,48.911,0.301,7.661
SciFi,0.022,62.378,131,2002,0.261,82.209,0.715,7.67
Horror,0.489,25.806,100,2009,0.285,48.658,0.365,8.139
Romance,0.366,29.438,94,2024,0.819,68.113,1.0,9.444
Action,0.446,44.92,126,2023,0.549,64.388,0.962,8.318
Comedy,0.948,25.628,135,2005,0.0,76.949,0.463,9.275
Comedy,0.128,19.247,95,2019,0.17,48.996,0.874,8.153
Drama,0.174,18.869,124,2020,0.593,55.765,0.555,7.965
Romance,0.672,38.239,94,2019,0.253,56.29,0.632,8.019
Animation,0.321,16.865,115,2000,0.714,61.651,0.752,9.349
SciFi,0.421,11.699,110,2007,0.189,60.615,0.433,8.23
Romance,0.675,20.315,116,2017,0.375,76.828,0.665,9.126
Animation,0.853,22.496,119,2013,0.364,78.046,0.46,9.342
Comedy,0.869,8.744,103,2003,0.676,66.763,0.441,8.346
Comedy,0.16,40.031,117,2025,0.666,85.471,0.545,9.358
SciFi,0.324,39.801,109,2000,0.69,48.844,0.135,6.93
Horror,0.494,6.51,136,2003,0.449,52.026,0.6,7.429
SciFi,0.434,6.456,139,1999,0.296,90.316,0.369,6.578
SciFi,0.889,60.562,113,2010,0.209,58.115,0.474,8.717
Drama,0.372,25.631,88,2012,0.577,55.366,0.443,9.369
Horror,0.328,18.057,75,2000,0.741,81.206,0.538,7.237
Horror,0.155,35.714,103,2016,0.121,94.573,0.469,8.142
Romance,0.766,33.49,86,1999,0.679,75.403,0.485,8.121
Romance,0.574,26.325,120,2020,0.93,39.508,0.692,9.335
Romance,0.159,14.481,114,2019,0.485,60.233,0.598,8.593
SciFi,0.461,22.381,114,2001,0.503,85.348,0.509,8.248
Comedy,0.952,36.353,108,1998,0.278,83.485,0.392,9.522
Horror,0.438,17.504,121,2022,0.438,70.61,0.26,8.365
Drama,0.372,30.019,101,2015,0.604,55.834,0.331,8.389
Action,0.256,33.86,106,2012,0.725,70.264,0.815,10.0
SciFi,0.677,31.054,100,2013,0.921,37.614,0.308,8.888
SciFi,0.464,11.433,110,2006,0.811,78.015,0.636,9.441
Comedy,0.743,15.195,116,1999,0.393,71.406,0.251,7.195
Animation,0.175,55.35,100,2004,0.61,62.156,0.364,7.744
Comedy,0.69,19.675,70,2024,0.0,56.378,0.735,7.108
Animation,0.183,22.934,112,2012,0.672,69.509,0.901,10.0
Horror,0.577,44.136,88,2024,0.933,36.324,0.559,7.793
SciFi,0.217,44.781,120,2016,0.19,37.679,0.141,6.48
SciFi,0.302,41.636,113,2009,0.709,66.06,0.293,7.991
Horror,0.355,32.863,111,1998,0.375,80.545,0.275,8.145
Animation,0.545,4.469,104,1996,0.209,67.459,0.6,8.642
SciFi,0.292,9.302,104,2018,0.557,66.06,0.741,8.114
Drama,0.564,28.902,123,2018,0.047,35.862,0.474,6.593
Action,0.483,35.787,106,2025,0.57,74.762,0.331,9.802
Horror,0.577,50.666,143,2001,0.555,71.044,0.427,7.704
Romance,0.919,41.016,83,2000,0.966,62.724,0.17,9.747
Action,0.651,46.832,101,2024,0.366,47.745,0.651,9.192
Comedy,0.288,50.315,101,2024,0.446,87.735,0.277,8.984
Drama,0.571,21.878,112,1995,0.312,54.462,0.321,7.701
Romance,0.294,27.871,104,1998,0.904,86.433,0.341,8.824
Drama,0.663,51.379,132,2017,0.39,50.08,0.685,8.531
Action,0.754,31.037,95,2023,0.957,40.534,0.224,8.647
Comedy,0.446,29.538,102,1996,0.516,69.777,0.362,8.348
Comedy,0.139,16.712,115,2018,0.71,80.803,1.0,9.479
Animation,0.838,25.907,109,1995,0.426,77.999,0.427,10.0
Drama,0.362,0.5,117,1996,0.388,70.457,0.476,7.294
Comedy,0.374,20.271,109,2009,0.444,75.213,0.579,7.728
Comedy,0.454,17.458,106,1998,0.398,50.869,0.161,7.24
Comedy,0.471,16.96,141,2016,0.629,66.506,0.744,7.566
Animation,0.359,2.995,97,2019,0.277,51.061,0.823,8.069
Horror,0.766,21.705,105,2009,0.839,74.339,0.402,8.374
Romance,0.509,0.5,119,1999,0.007,73.753,0.534,6.909
Romance,0.739,64.894,141,2006,0.497,63.999,0.235,8.195
Horror,0.556,25.42,91,2002,0.629,64.391,0.38,7.587
Horror,0.317,37.417,108,2007,0.231,51.737,0.552,7.087
SciFi,0.408,32.869,120,2001,0.0,49.805,0.443,6.045
Drama,0.704,18.92,111,2015,0.245,59.756,0.734,7.926
Horror,0.547,21.178,136,2019,0.677,53.737,0.571,8.48
Comedy,0.247,0.5,77,1995,0.749,59.892,0.268,6.359
Romance,0.361,19.155,86,2015,0.144,80.135,0.583,8.316
Horror,0.509,54.558,111,2014,0.212,83.848,0.359,7.982
Romance,0.093,34.521,113,1995,0.997,66.626,0.963,9.367
Drama,0.671,24.126,108,2004,0.0,72.684,0.3,8.702
Animation,0.357,17.12,114,2000,0.471,71.725,0.003,7.496
Comedy,0.552,36.441,123,2012,0.363,49.013,0.409,8.878
Comedy,0.468,51.901,106,1999,0.595,61.339,0.999,9.418
Horror,0.411,36.304,132,2021,0.548,54.503,0.705,7.39
Action,0.405,65.681,103,2013,0.373,76.361,0.707,9.289
Comedy,0.612,39.502,103,2024,0.588,70.678,0.141,9.256
Romance,0.458,37.002,84,2006,0.142,48.817,1.0,7.849
Horror,0.69,29.255,109,2011,0.8,67.694,0.469,8.613
Romance,0.61,30.902,122,2009,0.727,64.671,0.383,10.0
Romance,0.421,31.597,102,2024,0.458,47.633,0.214,8.238
Horror,0.524,27.039,112,2016,0.469,79.429,0.299,8.683
Animation,0.221,40.738,119,2003,0.67,48.555,0.406,8.162
Romance,0.94,49.141,121,2005,0.843,40.609,0.63,9.088
Animation,0.562,33.675,103,2020,0.603,65.526,0.607,10.0
Romance,0.646,40.622,81,2014,0.799,73.487,1.0,9.166
Romance,0.746,11.185,116,2017,0.579,86.592,0.928,9.701
Romance,0.443,31.255,109,2020,0.432,55.527,0.449,7.482
Romance,0.276,26.874,124,2014,1.0,60.42,0.229,8.264
Animation,0.234,38.89,113,1995,1.0,84.444,0.457,10.0
SciFi,0.806,26.031,108,2000,0.405,79.637,0.158,8.567
Animation,0.698,12.979,98,2011,0.389,56.864,0.499,8.968
Comedy,0.214,25.826,121,2019,0.462,67.831,0.576,6.943
Action,0.516,9.807,91,1997,0.254,36.492,0.0,7.146
Romance,0.726,40.517,122,2016,0.381,35.083,0.111,6.629
Drama,0.364,6.473,117,2010,0.355,74.216,0.187,7.782
Romance,0.598,48.566,123,2009,0.562,74.682,0.348,9.041
Horror,0.038,0.5,117,2009,0.735,85.098,0.04,7.468
Animation,0.612,40.057,131,2007,0.477,54.357,0.699,9.339
Comedy,0.104,22.022,104,1998,0.781,66.743,0.478,8.652
Horror,0.367,37.994,128,2002,0.412,72.551,0.818,7.418
Animation,0.501,51.233,143,1996,0.428,70.655,0.874,8.669
SciFi,0.464,40.65,135,2008,0.343,27.458,0.537,6.93
Drama,0.366,23.607,95,1998,0.251,54.254,0.369,8.036
Romance,0.626,19.138,115,2009,0.483,57.281,0.637,9.146
Animation,0.396,47.401,97,2023,0.933,60.47,0.191,8.866
Drama,0.363,0.5,135,2013,0.406,75.639,0.467,6.828
Animation,0.419,30.109,129,2023,0.797,67.181,0.844,10.0
SciFi,0.393,46.578,78,2025,0.625,76.394,0.449,7.68
Animation,0.608,32.958,86,2006,0.55,60.724,0.508,9.595
Drama,0.328,46.408,85,2025,0.334,46.439,1.0,7.886
Animation,0.348,33.607,101,2024,0.396,60.628,0.458,7.514
Comedy,0.266,27.386,110,2017,0.743,65.928,0.466,8.658
Action,0.611,51.206,113,2008,0.746,72.962,0.619,9.38
Romance,0.414,35.919,97,2024,0.575,63.223,0.699,8.427
Comedy,0.288,18.663,103,1995,0.858,86.189,0.273,8.501
Drama,0.595,17.335,125,2005,0.543,54.432,0.636,8.59
Drama,0.455,18.693,132,1996,0.563,61.595,0.473,7.901
Action,0.598,26.351,117,2017,0.589,67.364,0.917,9.885
Horror,0.469,26.84,114,2007,0.207,59.884,0.342,6.761
Comedy,0.417,28.067,112,2019,0.642,74.9,0.397,8.888
SciFi,0.787,51.278,113,2017,0.511,69.363,0.535,9.583
Comedy,0.604,27.694,103,2015,0.724,63.579,0.457,8.985
Romance,0.268,26.587,94,1997,0.823,69.995,0.585,9.202
Action,0.452,34.99,123,2021,0.298,70.328,0.648,7.293
Romance,0.4,21.55,101,2006,0.353,64.395,0.602,8.673
Drama,0.643,60.204,93,2009,0.726,85.066,0.561,9.356
Horror,0.305,32.065,117,2007,0.639,41.722,0.618,7.331
SciFi,0.485,17.417,106,2013,0.339,70.871,0.285,8.732
SciFi,0.594,52.286,91,2001,0.285,64.1,0.533,8.533
Drama,0.631,64.976,99,2007,0.643,57.767,0.41,8.232
Drama,0.513,36.207,88,2025,0.503,85.763,0.866,8.779
SciFi,0.529,30.696,109,2009,0.501,50.712,0.72,8.534
Comedy,0.556,5.696,78,2018,0.571,60.818,0.454,7.939
Animation,0.599,31.655,120,2024,0.715,85.466,0.208,9.863
Romance,0.931,55.433,102,2023,0.758,57.835,0.606,9.494
Comedy,0.099,38.683,105,1995,0.312,59.997,0.227,7.27
Action,0.385,18.32,118,1996,0.029,65.457,0.0,7.81
SciFi,0.734,16.822,139,2017,0.371,61.624,0.78,8.419
Drama,0.458,39.425,107,2017,0.485,65.301,0.202,7.539
Animation,0.659,14.984,102,2017,0.076,67.708,0.437,7.666
Horror,0.704,38.087,93,2006,0.369,52.867,0.367,7.498
Romance,0.369,18.227,97,2006,0.384,65.92,0.36,7.009
Romance,0.129,16.318,106,2008,0.664,70.924,0.869,9.453
Romance,0.173,35.238,115,1996,0.386,46.4,0.966,8.092
Drama,0.488,2.567,102,2000,0.694,49.233,0.939,8.1
Animation,0.471,24.195,103,2011,0.559,47.527,0.417,7.959
SciFi,0.43,25.401,102,2002,0.323,40.829,0.279,7.242
Animation,0.573,11.901,92,2007,0.724,67.694,0.728,8.251
Action,0.682,33.263,131,1999,0.768,37.509,0.503,8.475
Animation,0.852,24.838,76,2017,0.517,75.618,0.443,8.215
SciFi,0.708,6.162,81,2001,0.562,65.555,0.616,8.35
Animation,0.468,24.937,102,2025,0.537,55.473,0.698,8.747
Horror,0.34,20.979,119,2014,0.259,55.857,0.445,7.006
Horror,0.733,27.458,103,2010,0.654,74.492,0.312,8.222
Romance,0.478,3.592,93,2025,0.786,61.883,0.569,8.151
Horror,0.505,23.617,109,2002,0.61,61.172,0.109,8.195
Romance,0.397,19.351,127,2010,0.71,67.766,0.583,7.238
Comedy,0.433,25.61,101,2016,0.193,71.763,0.0,6.921
Horror,0.581,27.003,129,2020,0.824,55.08,0.816,8.89
Romance,0.377,29.027,81,1996,0.646,61.629,0.717,8.421
Animation,0.574,45.242,117,2002,0.932,65.927,0.69,8.567
Animation,0.379,38.901,114,2013,0.994,71.107,0.351,8.631
Action,0.606,36.598,114,2018,0.838,62.284,0.789,9.743
Animation,0.487,27.1,87,2015,0.439,49.957,0.43,8.811
Romance,0.545,25.137,112,2003,0.766,49.596,0.206,8.191
Comedy,0.84,13.046,116,2013,0.602,68.838,0.653,8.677
SciFi,0.288,29.545,115,2020,0.317,48.523,0.553,7.823
Comedy,0.564,36.411,109,1996,0.464,62.658,0.497,7.986
SciFi,0.476,60.864,111,1999,0.421,75.158,0.328,8.497
Romance,0.275,32.704,122,2015,0.644,44.286,0.146,8.307
Animation,0.628,0.5,108,1997,0.0,71.352,0.635,7.316
Romance,0.508,1.301,103,2003,0.636,44.149,0.732,7.827
Horror,0.547,52.049,113,2024,0.308,76.691,0.592,8.074
Comedy,0.016,34.737,94,2022,0.485,65.299,0.354,7.428
Animation,0.404,48.085,119,2008,0.596,67.557,0.609,8.879
Romance,0.656,33.003,105,2024,0.856,49.485,0.899,8.236
Animation,0.224,47.022,104,2007,0.522,36.338,0.229,7.363
Romance,0.268,16.455,94,1997,0.374,50.323,0.0,5.826
Action,0.443,29.881,121,2003,0.737,50.728,0.579,9.93
Drama,0.716,19.33,102,2021,0.674,53.535,0.823,9.138
Romance,0.766,16.134,88,2023,0.603,38.716,0.439,7.621
Romance,0.339,44.347,98,2013,0.903,57.57,0.484,8.56
Comedy,0.336,37.275,135,2021,0.227,91.736,0.589,7.972
Horror,0.342,31.171,93,1999,0.371,64.828,0.597,7.926
SciFi,0.637,31.207,109,2001,0.573,54.357,0.0,7.986
SciFi,0.361,23.942,100,1996,0.431,85.957,0.459,7.985
Horror,0.506,24.266,114,2000,0.803,82.686,0.572,8.748
Action,0.457,48.637,106,2024,0.935,64.31,0.238,10.0
Action,0.573,43.588,110,2014,0.461,52.958,0.51,9.044
SciFi,0.358,24.928,82,1999,0.344,84.664,0.548,8.09
Animation,0.378,16.08,122,1995,0.605,63.149,0.458,6.684
Drama,0.538,22.798,110,2002,0.755,56.263,0.538,9.095
Action,0.625,52.367,110,2008,0.203,55.262,0.369,8.468
Action,0.618,17.411,101,2023,0.549,49.498,0.729,8.135
Drama,0.671,36.242,131,2008,0.575,47.287,0.371,9.066
SciFi,0.335,40.495,112,1997,0.634,46.279,0.27,7.05
